,serial,OBJ_ALG,FAR_ALG,OBJ_FAR_AGG,LDCM,human_obj,human_far,human_objfaragg
750,7114,1.102155053,2.47286933,1.787512192,-0.081421235,2,1,1.5
751,7138,1.405749249,2.529995577,1.967872413,0.091854524,2,3,2.5
752,7155,0.566056801,1.18939151,0.877724155,-0.138542538,2,4,3
753,7166,1.383348292,2.801475224,2.092411758,0.587369855,2,6,4
754,7174,1.368867055,2.207719794,1.788293424,-1.031416468,4,2,3
755,7222,1.462723404,1.540240577,1.50148199,-0.769823214,5,2,3.5
756,7233,0.667359435,1.201778618,0.934569026,0.305968135,6,4,5
757,7241,0.513323402,1.181718355,0.847520879,-0.084908127,3,7,5
758,7251,0.710547679,3.04953861,1.880043144,0.031111462,3,5,4
759,7254,3.695581019,2.61550895,3.155544985,0.066018359,4,3,3.5
760,7288,0.689561504,0.659410165,0.674485835,-0.03663707,2,3,2.5
761,7300,0.00080247,0.002899234,0.001850852,-0.635681,3,7,5
762,7323,0.795763954,1.742040724,1.268902339,0.344552116,2,4,3
763,7337,1.005741486,2.229937589,1.617839538,0.920255272,2,4,3
764,7354,0.725226131,0.908288001,0.816757066,-0.336459886,4,5,4.5
765,7363,2.592892634,6.308233247,4.450562941,0.583111396,2,5,3.5
766,7365,4.591397326,10.08056793,7.335982627,0.229246849,4,3,3.5
767,7367,2.207420412,4.987607733,3.597514072,0.262273987,3,5,4
768,7373,0.592651587,1.394534514,0.99359305,-1.093370241,2,3,2.5
769,7379,0.572823599,0.458810925,0.515817262,-1.922464669,4,2,3
770,7386,1.81065957,3.678156823,2.744408197,0.566256022,3,5,4
771,7433,3.240038714,5.857733774,4.548886244,0.196519122,4,2,3
772,7461,0.731676351,2.371456368,1.551566359,0.550896564,3,5,4
773,7476,1.492072803,1.351382008,1.421727405,-0.399793322,3,5,4
774,7486,2.48930438,5.980086657,4.234695519,-0.088050503,3,2,2.5
775,7488,0.806059581,1.527655128,1.166857355,-0.036058118,3,4,3.5
776,7522,0.828407424,2.284361019,1.556384222,0.141315613,1.666666667,2.666666667,2.166666667
777,7542,0.349139154,0.278330292,0.313734723,-0.814551191,2.333333333,2.333333333,2.333333333
778,7547,2.149707175,4.969805162,3.559756169,0.635613851,2.666666667,7,4.833333333
779,7574,1.636383773,3.788086807,2.71223529,0.341930427,3,5,4
780,7575,1.974669685,4.467462548,3.221066116,0.170419217,2,6.333333333,4.166666667
781,7579,0.780961329,1.614770318,1.197865824,0.550896564,2,5.333333333,3.666666667
782,7587,2.850392986,4.310371863,3.580382425,0.128665634,2,5,3.5
783,7593,0.558077106,1.211297195,0.88468715,-0.157181479,2,4.333333333,3.166666667
784,7608,2.81233042,5.327363384,4.069846902,0.456654469,3.666666667,5,4.333333333
785,7613,1.005741486,2.229937589,1.617839538,0.640083423,3,6.666666667,4.833333333
786,7629,2.60347825,7.225144924,4.914311587,0.141891857,6.666666667,5.666666667,6.166666667
787,7644,0.673315237,1.570766465,1.122040851,-0.318851038,1.666666667,5.666666667,3.666666667
788,7648,1.143684741,2.854173705,1.998929223,0.330035273,2,4.666666667,3.333333333
789,7662,2.636972878,4.445736839,3.541354859,-0.216384142,3.333333333,3.666666667,3.5
790,7665,2.046995732,6.49307009,4.270032911,0.583111396,2,6.333333333,4.166666667
791,7671,0.909326317,2.13937291,1.524349613,-0.26931964,2.333333333,5,3.666666667
792,7694,1.589599027,4.986340002,3.287969514,-0.165181043,4,4.666666667,4.333333333
793,7720,1.358959127,3.156721235,2.257840181,0.774723672,2,7,4.5
794,7731,1.102957524,2.475768564,1.789363044,-0.090138466,1.666666667,6,3.833333333
795,7737,1.467806512,3.475417948,2.47161223,0.06780191,2.666666667,6.333333333,4.5
796,7746,0.394150166,0.615297101,0.504723633,0.314640817,3,3,3
797,7752,3.714250919,8.285561447,5.999906183,0.520264715,2.666666667,6.666666667,4.666666667
798,7758,3.298008992,7.534187525,5.416098259,0.462474093,3,7,5
799,7761,0.392913809,0.115003476,0.253958643,-0.157181479,1.666666667,5,3.333333333
800,7764,1.37146091,1.712080031,1.541770471,-0.497116059,1.666666667,5,3.333333333
801,7768,0.583825764,1.34598509,0.964905427,-0.087230397,1.333333333,7,4.166666667
802,7770,2.166361637,2.62234169,2.394351663,-0.375830179,2.333333333,4.333333333,3.333333333
803,7794,1.855945478,5.2025926,3.529269039,0.282353501,1.666666667,6.666666667,4.166666667
804,7802,1.332170017,2.454543288,1.893356652,-0.155353463,3,5,4
805,7830,1.687260251,2.717823231,2.202541741,0.29789149,2.666666667,7,4.833333333
806,7835,1.848779866,2.154433058,2.001606462,-0.561858652,1.333333333,1.333333333,1.333333333
807,7844,0.394346527,0.935813512,0.665080019,-0.254375563,1,1.666666667,1.333333333
808,7847,2.183219775,3.033559051,2.608389413,-0.712274642,2,1.666666667,1.833333333
809,7873,0.972673352,2.520885197,1.746779275,-0.138542538,2,5.333333333,3.666666667
810,7883,1.346537465,3.580214511,2.463375988,0.246579349,1.666666667,6.333333333,4
811,7885,1.005741486,2.229937589,1.617839538,0.534552363,2.333333333,5.666666667,4
812,7888,2.065875113,4.651268216,3.358571665,0.414562667,1.666666667,6.666666667,4.166666667
813,7893,2.492472345,5.176754124,3.834613234,0.556705727,1.666666667,6.666666667,4.166666667
814,7894,0.836718666,1.337840954,1.08727981,0.327127205,2.333333333,6,4.166666667
815,7896,2.24471377,2.942084383,2.593399077,0.026040065,2.333333333,4.333333333,3.333333333
816,7898,1.134759789,0.857485449,0.996122619,-0.987950434,3.333333333,3,3.166666667
817,7915,0.428740221,0.303117694,0.365928957,-0.712339654,3.333333333,4.666666667,4
818,7922,1.469983789,3.350625904,2.410304846,0.052771492,2,6.333333333,4.166666667
819,7924,1.887455308,2.245717065,2.066586187,0.241934809,4,3.666666667,3.833333333
820,7931,1.677828689,2.341463203,2.009645946,-0.040552829,2.666666667,4.333333333,3.5
821,7952,0.816661793,1.378694869,1.097678331,0.060258645,2.333333333,6.666666667,4.5
822,7959,2.320692024,5.344805162,3.832748593,0.416535767,2,7,4.5
823,7961,0.813101996,2.137723471,1.475412734,-0.198849418,2,5.666666667,3.833333333
824,7966,1.098266909,2.528076146,1.813171528,0.192941451,2,6.666666667,4.333333333
825,7976,1.241337473,3.160395695,2.200866584,0.024183306,2,4.666666667,3.333333333
826,7985,0.074825401,0.160823376,0.117824389,-0.215507262,2,7,4.5
827,7991,5.919192754,12.88491286,9.402052806,-0.243293003,2,4,3
828,7992,0.817695308,1.415178564,1.116436936,0.321318042,3.5,3.5,3.5
829,7997,1.249139577,2.259301541,1.754220559,-0.000129436,1.5,4.5,3
830,7998,0.44966557,1.317115335,0.883390453,-0.192176949,3,5.5,4.25
831,7999,0.074825401,0.160823376,0.117824389,-0.40570504,1.5,6,3.75
832,8011,0.694596262,0.790957271,0.742776767,-0.472168345,2,3.5,2.75
833,8014,1.071354044,2.171833075,1.62159356,-0.040552829,3,4.5,3.75
834,8029,1.738178175,1.565253739,1.651715957,-0.336459886,3.5,6.5,5
835,8034,3.400325132,4.506044448,3.95318479,0.0867445,2.5,4.5,3.5
836,8040,0.122189638,1.046674798,0.584432218,-0.528315939,4,4,4
837,8045,4.914832642,9.62175787,7.268295256,0.142340707,4,5.5,4.75
838,8066,1.886208578,3.987134014,2.936671296,-0.985797607,5.5,6,5.75
839,8070,1.925874379,2.422948421,2.1744114,-0.678907547,4,3.5,3.75
840,8072,1.500084768,2.516829604,2.008457186,-0.138542538,4.5,5,4.75
841,8090,4.012455683,7.958839381,5.985647532,0.338173239,5,4,4.5
842,8092,1.140390303,2.844885602,1.992637953,0.134476996,1,1,1
843,8103,0.458414827,1.525296987,0.991855907,0.017844136,5,3,4
844,8105,1.155821017,2.471438468,1.813629742,0.397078286,3,4,3.5
845,8111,1.595005923,3.527399229,2.561202576,0.173869432,6,5,5.5
846,8131,2.910326145,6.638855371,4.774590758,0.416535767,3,2,2.5
847,8138,2.585224756,4.693610737,3.639417747,-0.534685834,2,2,2
848,8139,1.101472206,2.524260087,1.812866146,0.29789149,3,6,4.5
849,8159,1.599895192,3.026183756,2.313039474,-0.452718655,2,4,3
850,8162,1.843985664,4.733528433,3.288757049,0.512028262,5,3,4
851,8165,0.829957293,3.766192755,2.298075024,0.204666477,1,4,2.5
852,8168,1.102155053,3.485599499,2.293877276,0.774723672,3,5,4
853,8180,1.636383773,3.788086807,2.71223529,0.920255272,4,5,4.5
854,8224,0.560787116,1.237798116,0.899292616,0.151281151,5,4,4.5
855,8245,3.443752395,7.951173614,5.697463004,0.397078286,3,4,3.5
856,8248,0.492418084,1.048219234,0.770318659,0.550896564,3,5,4
857,8253,0.070502362,0.164266734,0.117384548,-0.215507262,5,6,5.5
858,8257,3.059184678,6.051744281,4.55546448,0.759274749,4,7,5.5
859,8260,1.632308663,2.538193525,2.085251094,-0.831408838,5,2,3.5
860,8261,1.970577196,4.243806904,3.10719205,0.560998668,6,4,5
861,8268,0.2211146,0.858304668,0.539709634,-0.316808919,4,7,5.5
862,8286,0.976945803,1.951127734,1.464036768,0.187125315,3,3,3
863,8293,0.943127463,1.676536682,1.309832073,-0.373697458,1,7,4
864,8299,0.976739573,1.460988566,1.21886407,-0.272131455,6,2,4
865,8302,0.258342629,1.303433656,0.780888143,0.314640817,5,5,5
866,8306,1.48874563,4.224695878,2.856720754,0.607299054,2,5,3.5
867,8325,0.310969385,0.69954148,0.505255433,-0.254375563,4,4,4
868,8332,1.649973227,2.104322717,1.877147972,-1.6217004,2,3,2.5
869,8339,2.764962744,3.303441782,3.034202263,0.090492014,1,6,3.5
870,8342,0.836718666,1.337840954,1.08727981,0.251230864,5,5,5
871,8355,1.618611283,4.502245734,3.060428508,-0.007237142,7,2,4.5
872,8360,0.137763563,0.401240337,0.26950195,-0.254375563,3,4,3.5
873,8370,1.05427358,2.551567285,1.802920432,0.365995506,5,3,4
874,8374,2.925537352,7.757434296,5.341485824,0.593194943,2,1,1.5
875,8378,1.489697155,3.239723422,2.364710289,0.528655637,2,2,2
876,8393,3.943745509,4.841338766,4.392542137,0.151281151,4,1,2.5
877,8398,0.985638639,2.099337701,1.54248817,0.393770383,3,6,4.5
878,8410,1.616280926,3.657486919,2.636883922,-0.081421235,5,5,5
879,8419,1.610217013,3.867650613,2.738933813,0.332943341,6,5,5.5
880,8420,2.26348495,5.031661745,3.647573347,-0.263157109,3,3,3
881,8426,1.210546156,2.557517243,1.8840317,0.412326574,1,3,2
882,8433,1.209225947,3.02690731,2.118066629,-0.160554449,6,3,4.5
883,8440,2.636688154,5.645037795,4.140862975,0.267587392,5,2,3.5
884,8450,3.299780582,7.597069116,5.448424849,0.34920363,6,3,4.5
885,8464,3.360131124,7.417177129,5.388654126,0.318295723,3,4,3.5
886,8466,0.742336278,1.21723135,0.979783814,-0.150695652,7,6,6.5
887,8469,0.48753949,0.223324791,0.35543214,-0.752332566,4,3,3.5
888,8479,0.845635725,2.987733049,1.916684387,0.774723672,6,4,5
889,8497,1.217357425,3.139528671,2.178443048,-0.335961933,2.5,3.5,3
890,8505,0.843991008,1.327743974,1.085867491,-0.287706207,2,6,4
891,8537,2.830160397,3.808824744,3.31949257,-0.420490676,2,2,2
892,8538,3.147983415,5.517023445,4.33250343,0.079512092,2.5,2.5,2.5
893,8545,1.364664124,3.886905684,2.625784904,0.290090472,2.5,4,3.25
894,8586,1.372519124,3.228446668,2.300482896,0.103364819,2.5,4,3.25
895,8605,0.588148804,1.342541732,0.965345268,-0.329672987,2,2.5,2.25
896,8606,1.352628864,2.159642584,1.756135724,0.145436028,2.5,4.5,3.5
897,8617,1.405917368,3.098840797,2.252379082,0.528655637,2,3.5,2.75
898,8618,4.162820686,8.997025242,6.579922964,0.105683471,3,4.5,3.75
899,8623,2.56918512,5.578418899,4.07380201,0.826808632,2.5,5,3.75
900,8640,4.928967386,9.613816928,7.271392157,0.02020596,7,4,5.5
901,8650,1.452925507,2.749494837,2.101210172,-0.330120716,2.5,3.5,3
902,8705,2.895609094,6.042294078,4.468951586,0.299612202,2.5,3.5,3
903,8716,2.580164353,8.392807903,5.486486128,0.070690031,7,5.5,6.25
904,8724,1.972437688,3.0340338,2.503235744,-1.100845901,1,1.5,1.25
905,8756,2.348978237,2.778177641,2.563577939,0.31216115,3,3,3
906,8775,1.59355205,3.727181256,2.660366653,0.247709456,2.5,6.5,4.5
907,8809,1.022457468,3.874197885,2.448327677,0.282342597,2,2,2
908,8818,0.074825401,0.160823376,0.117824389,-0.528315939,2.5,3.5,3
909,8861,2.212542694,4.484439677,3.348491186,0.297960265,2.5,6.5,4.5
910,8865,1.314953108,3.552428481,2.433690795,0.38958961,2.5,6.5,4.5
911,8869,1.10052962,3.052272649,2.076401134,0.282342597,2.5,6,4.25
912,8874,2.592703605,6.05282822,4.322765912,-0.031099536,3.5,6,4.75
913,8880,1.522609962,2.765986837,2.144298399,-0.17663896,1.5,2.5,2
914,8883,1.972893085,3.542658229,2.757775657,-0.200792134,2.5,4.5,3.5
915,8889,0.414523948,1.004608093,0.70956602,0.383536668,2.5,4.5,3.5
916,8902,2.149707175,4.969805162,3.559756169,0.394455855,3.5,5.5,4.5
917,8905,2.884628433,6.352319052,4.618473743,0.480811584,2.5,4,3.25
918,8956,1.173171903,1.903785487,1.538478695,-0.294717071,3,3.5,3.25
919,8979,4.036075162,6.798756971,5.417416066,-0.439997691,2.5,4.5,3.5
920,8984,1.995681444,6.049904474,4.022792959,0.416535767,6,2,4
921,8988,2.070954831,4.080201111,3.075577971,0.707877568,4,6,5
922,9006,0.492418084,1.048219234,0.770318659,-0.084908127,3,4.5,3.75
923,9012,2.72760092,2.727759429,2.727680174,-0.954428927,2,2,2
924,9026,1.616280926,4.170173184,2.893227055,0.456977176,3.5,4.5,4
925,9032,3.202404818,9.710654993,6.456529905,0.255413483,4,7,5.5
926,9047,1.102155053,2.47286933,1.787512192,-0.087230397,2.5,3.5,3
927,9055,0.514928343,1.187516822,0.851222583,-0.093492856,2.5,5,3.75
928,9076,0.583825764,1.34598509,0.964905427,0.192941451,2,5,3.5
929,9092,1.026646804,2.36343671,1.695041757,0.076997448,2,5,3.5
930,9097,1.855978649,1.682728553,1.769353601,-1.750055693,2.5,3.5,3
931,9100,1.94581694,4.311515243,3.128666092,-0.015251646,3,1.5,2.25
932,9106,2.032581475,5.006144262,3.519362868,-0.027690585,1,6,3.5
933,9117,2.419538743,5.757390235,4.088464489,0.086426897,2,5,3.5
934,9127,2.964895026,7.808918563,5.386906794,0.312331399,2.5,5.5,4
935,9147,1.471342884,2.832679611,2.152011248,-0.148464248,2,4.5,3.25
936,9172,2.556956138,5.623749573,4.090352855,0.50620034,2,4,3
937,9178,1.12566728,0.394464527,0.760065904,-0.926597325,1.5,3.5,2.5
938,9186,0.00080247,0.002899234,0.001850852,-0.192176949,2.5,6.5,4.5
939,9191,0.728085801,0.460072361,0.594079081,-0.355509151,1,6,3.5
940,9206,1.32913675,2.386060188,1.857598469,0.129821994,4,4,4
941,9238,1.778693489,3.754514401,2.766603945,0.005018675,4,5,4.5
942,9255,0.2468283,3.225283707,1.736056003,0.206694646,1,6,3.5
943,9257,2.839453747,4.119665657,3.479559702,0.311675977,1,5,3
944,9262,1.41433011,3.516775513,2.465552811,0.750209012,1,3,2
945,9268,2.120209799,3.159783843,2.639996821,-0.075470266,5,1,3
946,9287,0.857994076,0.857738893,0.857866484,-0.232165105,1,2,1.5
947,9290,0.492418084,1.048219234,0.770318659,0.458130494,3,5,4
948,9304,3.006055493,6.211825207,4.60894035,0.554552284,4,6,5
949,9319,0.583825764,1.34598509,0.964905427,-0.087230397,2,5,3.5
950,9320,0.506431983,0.405658957,0.45604547,-1.521407276,1,1.5,1.25
951,9322,1.615478455,3.654587686,2.63503307,0.467874329,3,6.5,4.75
952,9338,3.062883302,7.176438879,5.119661091,-0.176433135,2,1,1.5
953,9345,0.139984536,0.32454148,0.232263008,-0.528315939,2,2.5,2.25
954,9353,1.390484963,1.350887655,1.370686309,-0.416213586,2,6,4
955,9356,1.005741486,2.973174373,1.98945793,-0.086177356,2,5,3.5
956,9360,1.217137921,2.067163864,1.642150893,0.412326574,3,6,4.5
957,9373,2.385205087,4.442801557,3.414003322,-0.23595768,2,1.5,1.75
958,9382,4.829311153,11.61063116,8.219971155,0.634324074,6.5,5,5.75
959,9386,1.496534137,2.844829973,2.170682055,0.372026373,2.5,4,3.25
960,9388,1.89100026,3.280461074,2.585730667,-0.724808851,1.5,3,2.25
961,9395,0.633422809,1.376752703,1.005087756,-0.148464248,2,3,2.5
962,9396,0.657443421,1.190343105,0.923893263,-0.534379343,1.5,6,3.75
963,9422,0.513323402,1.181718355,0.847520879,-0.329672987,2.5,1,1.75
964,9435,2.971427909,6.549986883,4.760707396,0.50620034,5.5,5,5.25
965,9453,0.070502362,0.164266734,0.117384548,-1.933668726,2.5,2.5,2.5
966,9462,0.574489879,0.263630757,0.419060318,-0.684424738,2.5,5.5,4
967,9471,1.918442428,4.461821732,3.19013208,0.138753938,2,4,3
968,9476,0.866778948,1.593546027,1.230162488,0.204666477,3,1,2
969,9493,1.599462204,3.290543932,2.445003068,0.246579349,2.5,4,3.25
970,9497,0,0,0,-0.528315939,2.5,5.5,4
971,9502,1.383405384,3.05282612,2.218115752,0.467874329,5.5,6,5.75
972,9503,0.27523969,0.222927223,0.249083456,-2.314018037,2.5,1,1.75
973,9519,1.730967617,3.13822559,2.434596604,0.467874329,5.5,6.5,6
974,9526,6.537334206,13.96360895,10.25047158,0.386680341,3,5.5,4.25
975,9537,3.678289444,7.718813437,5.698551441,0.631969432,3,3,3
976,9541,2.376052843,4.472324772,3.424188807,0.607165156,2.5,5.5,4
977,9550,3.27893054,5.919845074,4.599387807,0.206368066,2.5,3.5,3
978,9575,1.615478455,3.654587686,2.63503307,0.22770302,2.5,1,1.75
979,9592,1.388921954,4.225531403,2.807226678,0.616091518,3,5,4
980,9593,1.338053809,3.023222114,2.180637961,0.29789149,3,5,4
981,9597,0.330081529,0.146281718,0.238181623,-0.425594131,3,5,4
982,9610,2.796603243,6.276319791,4.536461517,0.372026373,2.5,6,4.25
983,9624,1.005741486,2.229937589,1.617839538,0.528655637,3,5.5,4.25
984,9626,1.813493556,4.208105686,3.010799621,0.690898454,4.5,5.5,5
985,9627,2.856459477,6.075681778,4.466070627,0.056344163,3.5,2.5,3
986,9631,0.586962119,1.322890631,0.954926375,0.251230864,3,7,5
987,9632,0.543753368,1.182981836,0.863367602,-0.150695652,2,5,3.5
988,9634,1.636383773,3.788086807,2.71223529,0.787959928,2,7,4.5
989,9639,3.913762115,6.967214636,5.440488376,0.203659856,2,2,2
990,9641,4.593975673,8.363070467,6.47852307,0.971231618,2.5,4.5,3.5
991,9655,1.512284812,2.93888992,2.225587366,0.109012325,3.5,5,4.25
992,9693,1.421464691,3.311239359,2.366352025,0.119948404,3,4.5,3.75
993,9701,1.264270673,3.250288967,2.25727982,0.052771492,3.5,5,4.25
994,9713,2.150739151,5.54813688,3.849438016,0.416535767,2,3,2.5
995,9716,1.426796584,2.669737075,2.04826683,-0.014257922,2.5,3.5,3
996,9723,3.122564077,6.731914739,4.927239408,0.392719671,2.5,6.5,4.5
997,9725,0.302722175,0.55577938,0.429250777,-0.254375563,4,1.5,2.75
998,9734,0.492418084,1.048219234,0.770318659,0.338752504,3,3.5,3.25
999,9749,2.581438714,2.282204014,2.431821364,-0.530121248,4,1,2.5
1000,9758,0.774988414,1.323747373,1.049367893,-0.451001646,3.5,3,3.25
1001,9763,0.393265618,0.910736125,0.652000872,-0.777863564,2,1,1.5
1002,9769,3.710488086,7.942916371,5.826702229,-0.170246085,4.5,3.5,4
1003,9810,0.724057529,1.549773911,1.13691572,-0.142947777,5.5,5,5.25
1004,9814,8.127697418,10.33733831,9.232517864,0.355424787,4,4,4
1005,9831,2.733659071,5.266791469,4.00022527,0.187039537,4,5.5,4.75
1006,9839,2.366532416,5.021935565,3.69423399,0.463109777,5,6.5,5.75
1007,9842,1.176726335,2.604937589,1.890831962,0.066597815,3.5,5.5,4.5
1008,9857,2.355564063,4.688526086,3.522045074,0.39128439,3.5,6,4.75
1009,9880,1.186849346,1.895722529,1.541285937,0.338752504,3,4,3.5
1010,9903,0.745856723,0.83959258,0.792724652,-0.141270206,3,6,4.5
1011,9921,1.804234355,3.725430545,2.76483245,0.715380846,3,5.5,4.25
1012,9943,2.079081678,3.362887492,2.720984585,0.388361056,3,6.5,4.75
1013,9960,0.400007763,0.300057988,0.350032875,-0.215507262,2.5,7,4.75
1014,9979,0.983879244,2.12334478,1.553612012,-0.389260817,2.5,3.5,3
1015,9996,1.925926116,4.345788505,3.135857311,-0.059584781,4.5,5.5,5
1016,10005,0.493220555,1.051118467,0.772169511,-0.347492464,4,6,5
1017,10021,0.540129017,0.403944676,0.472036847,-1.256363085,3.5,4,3.75
1018,10025,1.44423465,2.581914668,2.013074659,0.397078286,3.5,4,3.75
1019,10054,0.46380421,0.781821756,0.622812983,-0.254375563,3,5.5,4.25
1020,10056,2.493478812,4.833737068,3.66360794,-0.004360272,3.5,5,4.25
1021,10063,0.299580828,1.24503562,0.772308224,0.074469508,3.5,3.5,3.5
1022,10075,1.258786262,3.200627301,2.229706781,-0.165533731,5.5,5,5.25
1023,10089,1.004049587,1.61837367,1.311211628,0.192941451,5,6.5,5.75
1024,10090,0.920855885,2.799252971,1.860054428,0.282342597,2.5,4,3.25
1025,10097,1.026646804,2.36343671,1.695041757,0.186991417,4.5,7,5.75
1026,10098,3.285542899,8.121175423,5.703359161,0.516596505,3.5,6,4.75
1027,10100,0.946931598,2.992972254,1.969951926,0.170360868,4.5,6,5.25
1028,10105,1.808171092,4.16598604,2.987078566,0.261787496,3.5,4,3.75
1029,10140,1.040501489,2.64088707,1.840694279,-0.9404992,3.5,5,4.25
1030,10144,1.636383773,3.788086807,2.71223529,0.467874329,3.5,7,5.25
1031,10148,1.080566888,2.390760966,1.735663927,0.041115426,3,4.5,3.75
1032,10152,2.798497416,5.617089106,4.207793261,-0.6662329,4,4,4
1033,10164,0.648535452,1.305998064,0.977266758,-0.17663896,3,7,5
1034,10173,1.456409878,3.486377461,2.471393669,-0.939906305,4.5,6,5.25
1035,10186,1.925015927,4.346112745,3.135564336,0.537466116,3,4,3.5
1036,10189,2.598788208,4.956198828,3.777493518,-0.362616251,4,3.5,3.75
1037,10193,0.073638717,0.141172276,0.107405496,-0.192176949,4,7,5.5
1038,10197,0.182245862,1.029726584,0.605986223,-0.254375563,3.5,4.5,4
1039,10200,1.759894977,3.811989781,2.785942379,0.134476996,5,6.5,5.75
1040,10216,2.15175105,4.96242363,3.55708734,0.550896564,4,4.5,4.25
1041,10220,0.712646631,0.682284054,0.697465342,0.103364819,3,3.5,3.25
1042,10225,1.437061444,2.341076537,1.889068991,-0.145516323,3.5,6,4.75
1043,10231,1.58138704,4.47071635,3.026051695,0.079512092,3,6.5,4.75
1044,10257,2.813110108,7.020843391,4.916976749,0.461305984,5,6,5.5
1045,10260,2.67182878,5.651723607,4.161776194,0.05645858,4,5,4.5
1046,10261,1.027495249,2.537789746,1.782642498,0.414562667,3.5,6,4.75
1047,10264,0.858217424,0.358124776,0.6081711,-2.078868666,3.5,4,3.75
1048,10266,1.36586916,2.36343671,1.864652935,0.051525307,3,5.5,4.25
1049,10275,0.836718666,1.337840954,1.08727981,0.076187584,4.5,6,5.25
1050,10288,5.271214614,11.76129292,8.516253769,0.57674175,3.5,7,5.25
1051,10290,0.793608844,1.883969488,1.338789166,0.192941451,4,5.5,4.75
1052,10291,0.992067715,1.425484108,1.208775912,-0.44497078,1,3,2
1053,10292,0.543707393,1.011528033,0.777617713,-0.183684715,1,7,4
1054,10300,3.922469799,7.871533495,5.897001647,0.461105645,1,3,2
1055,10305,0.815813348,1.204341833,1.010077591,-0.087230397,1,7,4
1056,10324,3.448425034,8.557114735,6.002769885,0.411396569,2,5,3.5
1057,10342,1.541616714,2.420014537,1.980815626,-0.328455062,1,3,2
1058,10345,0.409961621,0.277987662,0.343974642,-0.712339654,1,1,1
1059,10347,0.513323402,1.181718355,0.847520879,-0.087230397,1,7,4
1060,10362,2.207837659,5.000403744,3.604120702,0.528655637,1,5,3
1061,10363,1.07990926,1.77303009,1.426469675,-1.192931103,1,1,1
1062,10378,1.535763249,3.271393061,2.403578155,0.587369855,1,7,4
1063,10382,0.588148804,2.3552719,1.471710352,0.186991417,1,6,3.5
1064,10397,1.026646804,2.36343671,1.695041757,0.465960985,2,5,3.5
1065,10400,0.492418084,1.048219234,0.770318659,-0.258620319,1,3,2
1066,10408,0.492418084,1.048219234,0.770318659,0.251230864,1,7,4
1067,10415,2.598131172,6.877527361,4.737829267,-0.350387373,3,1,2
1068,10423,3.217299611,5.81885959,4.518079601,0.213033816,1,3,2
1069,10427,1.970513142,4.486565018,3.22853908,0.556705727,1,6,3.5
1070,10430,0.850431203,1.822740843,1.336586023,0.085823657,1,6,3.5
1071,10461,0.588951274,1.345440965,0.96719612,-0.088890158,1,6,3.5
1072,10491,0.492418084,1.048219234,0.770318659,-0.087230397,1,6,3.5
1073,10495,0.939777783,2.185400274,1.562589028,0.383536668,1,4,2.5
1074,10538,0,0,0,-0.192176949,1,7,4
1075,10539,0.85757458,2.021832556,1.439703568,0.164998028,1,6,3.5
1076,10548,1.704421262,3.608282184,2.656351723,0.655793016,1,5,3
1077,10583,0.930741342,0.919932004,0.925336673,-0.313585818,1,1,1
1078,10592,1.006589931,2.404290625,1.705440278,0.371370353,1,5,3
1079,10607,2.882592282,6.553299142,4.717945712,0.431860161,2,6,4
1080,10613,3.189237926,5.338885828,4.264061877,0.036500742,3,5,4
1081,10616,1.102155053,2.47286933,1.787512192,-0.084908127,1,5,3
1082,10625,1.812107883,3.357236078,2.584671981,0.732533952,1,1,1
1083,10631,2.923718072,8.508566494,5.716142283,0.485804406,1,4,2.5
1084,10639,4.811024001,10.16907382,7.490048909,0.273634553,2,5,3.5
1085,10646,1.834263951,3.364371429,2.59931769,-1.076974631,1,1,1
1086,10649,0.568557544,1.687526749,1.128042147,-0.192176949,1,1,1
1087,10650,0.513323402,1.181718355,0.847520879,-0.084908127,1,5,3
1088,10652,1.054070647,0.877081556,0.965576102,-0.165533731,1,2,1.5
1089,10663,2.895997687,9.066766747,5.981382217,0.294404597,1,3,2
1090,10691,0.080096485,0.134861276,0.107478881,0.181316152,1,2,1.5
1091,10695,2.232707764,4.420232079,3.326469921,-0.908082572,1,3,2
1092,10698,0.586962119,1.322890631,0.954926375,-0.087230397,1,4,2.5
1093,10709,0.492418084,4.847677937,2.670048011,0.388361056,7,6,6.5
1094,10711,0.277426383,0.712408275,0.494917329,0.269175378,4,4,4
1095,10743,5.200393288,9.320196098,7.260294693,0.276579314,2,4,3
1096,10744,0.283458012,0.49441499,0.388936501,-0.215507262,1,4,2.5
1097,10762,2.329013417,5.077898826,3.703456121,0.279956973,3,2,2.5
1098,10778,2.149707175,4.969805162,3.559756169,0.519595396,1,5,3
1099,10781,0.840237772,0.770829096,0.805533434,-0.254375563,1,3,2
1100,10786,1.931767766,4.076680553,3.00422416,0.658506027,2,4,3
1101,10811,3.737977937,6.506911917,5.122444927,0.157251074,5,6,5.5
1102,10826,0.404690537,0.303949762,0.35432015,-0.534379343,5,6,5.5
1103,10843,0.779888864,0.363998032,0.571943448,-0.621637192,2,4,3
1104,10871,5.257893629,12.96467784,9.111285736,0.576173303,7,4,5.5
1105,10874,1.37695522,3.423347675,2.400151448,0.192941451,4,2,3
1106,10950,0.690747031,1.547366799,1.119056915,0.121865628,5,3,4
1107,10956,3.521849209,7.309193678,5.415521444,0.58388981,5,2,3.5
1108,10958,0.574547988,2.008124394,1.291336191,0.095617388,4,3,3.5
1109,10979,1.258648013,1.628306067,1.44347704,0.412326574,5,5,5
